draw,all_cause,mental_disorder,cardiovascular,respiratory,self_harm
279,-542.9219547934148,-27.764938720283556,-186.9851810761682,-78.10468010367019,-4.263052035919033
280,-519.4354378344335,-36.50054509829176,-187.07261129501921,-72.4887580420022,-4.181863348662154
281,-519.4975414820588,-27.113067669574388,-206.3630918459449,-64.3166205658716,-3.8195453528416743
282,-538.5077886484792,-30.460475316972868,-177.23332909791228,-78.37716564078463,-3.4243840688711065
283,-457.4907051385862,-24.732373580677688,-218.77403462354704,-66.98548070081937,-1.370713271932718
284,-456.6788478247448,-37.80368522389012,-194.42773908235168,-73.02102339437891,-2.419566949140947
285,-493.97589238931323,-43.7632404499459,-194.01741945174246,-73.86865293704275,-2.4952977380659163
286,-329.854319529378,-28.37457077911196,-190.4452002804762,-76.31331698608842,-4.188255027054485
287,-472.68350845970923,-36.59024575382367,-205.76323387344004,-78.63735545649381,-0.8462408895772771
288,-529.131654217295,-32.490608223014306,-188.70027487587967,-76.27689420635078,-2.9832027125358365
289,-482.80610303829286,-43.28391075670038,-187.85477748783913,-72.21261651836524,-1.4120274817452672
